CLID	NAME	1X	2X	3X	4X	5X	BT474	MCF7	SKBR3	T47D	NORWAY 7	NORWAY 10	NORWAY 11	NORWAY 12	NORWAY 14	NORWAY 15	NORWAY 16	NORWAY 17	NORWAY 18	NORWAY 19	NORWAY 26	NORWAY 27	NORWAY 39	NORWAY 41	NORWAY 47	NORWAY 48	NORWAY 53	NORWAY 56	NORWAY 57	NORWAY 61	NORWAY 65	NORWAY 100	NORWAY 101	NORWAY 102	NORWAY 104	NORWAY 109	NORWAY 111	NORWAY 112	STANFORD 2	STANFORD 14	STANFORD 16	STANFORD 17	STANFORD 23	STANFORD 24	STANFORD 35	STANFORD 38	STANFORD A	BT474 (mRNA)	MCF7 (mRNA)	SKBR3 (mRNA)	T47D (mRNA)	NORWAY 7 (mRNA)	NORWAY 10 (mRNA)	NORWAY 11 (mRNA)	NORWAY 12 (mRNA)	NORWAY 14 (mRNA)	NORWAY 15 (mRNA)	NORWAY 16 (mRNA)	NORWAY 17 (mRNA)	NORWAY 18 (mRNA)	NORWAY 19 (mRNA)	NORWAY 26 (mRNA)	NORWAY 27 (mRNA)	NORWAY 39 (mRNA)	NORWAY 41 (mRNA)	NORWAY 47 (mRNA)	NORWAY 48 (mRNA)	NORWAY 53 (mRNA)	NORWAY 56 (mRNA)	NORWAY 57 (mRNA)	NORWAY 61 (mRNA)	NORWAY 65 (mRNA)	NORWAY 100 (mRNA)	NORWAY 101 (mRNA)	NORWAY 102 (mRNA)	NORWAY 104 (mRNA)	NORWAY 109 (mRNA)	NORWAY 111 (mRNA)	NORWAY 112 (mRNA)	STANFORD 2 (mRNA)	STANFORD 14 (mRNA)	STANFORD 16 (mRNA)	STANFORD 17 (mRNA)	STANFORD 23 (mRNA)	STANFORD 24 (mRNA)	STANFORD 35 (mRNA)	STANFORD 38 (mRNA)	STANFORD A (mRNA)
IMAGE:79712	chr6|nt170678651|6q26|T62547|IGF2R|insulin-like growth factor 2 receptor	-0.29	0.01	-0.07	-0.09	-0.14	-0.34	-0.56	0.08	-0.43	0.03	0.23	0.11	-0.01	-0.07	0.08	-0.15	-0.14	0.12	-0.22	-0.2	0.26	0.18	0.01	0.06	-0.07	0.21	-0.04	-0.1	0.08	0.1	0.15	0.29	0.03	0.03	-0.27	-0.07	0.01	0.04	-0.1	-0.03	0.19	-0.34	0.16	-0.03	-0.23	-0.27	0.45	0.11	1.24	-0.08	0.24	0.86	-0.22		0.16	0.7	0.24	0.22	-0.2	-0.52	0.16	-0.04	0	0.68	0.64	0.05	0.79	-0.32		-0.35	0.07	0.07	0.39	-0.46	-0.86	-0.1		-0.25	0.48	-1.02	0.16	-0.08	-0.25	-0.32	-0.3	-0.27	-0.4
IMAGE:436135	"chr6|nt170831416|6q26|AA702013|SLC22A1|solute carrier family 22 (organic cation transporter), member 1"	-0.49	0.03	0	-0.07	-0.2	-0.43	-0.45	0	-0.54	0	0.08	0.28	-0.15	0.15	0.14	0.03	-0.12	-0.01	-0.23	-0.04	0.15	0.29	-0.06	0.04	-0.12	0.25	-0.04	-0.06	-0.04	0.04	0.2	-0.27	-0.12	0	-0.25	-0.32	-0.01	-0.15	-0.18	-0.01	0.03	-0.38	0.01	0.04	-0.06	-0.34	0.87	-1.15	-1.72	-0.81	-0.5	-0.22	-0.01		-0.52	-0.16	0.04	0.65			0.78	-0.29	0.12	-0.27	-1.06	0.88	-0.32	1.87		0.06	0.36	0.43	0.36		-0.54	-0.32	-0.68	-0.05			0.56	-0.34	-0.91				
IMAGE:299342	"chr6|nt171098208||N75572||Homo sapiens pRGR1 mRNA, partial cds"	-0.12	-0.06	-0.04	0.06	-0.12	-0.34	-0.64	0.12	-0.25	0.55	0.31	0.37	-0.34	-0.22	0.1	-0.14	-0.12	-0.18	-0.12	-0.03	0.03	0.2	-0.17	-0.12	-0.03	0.11	-0.17	-0.34	-0.01	0.01	-0.1	0.07	0.04	-0.14	-0.01	0.16	-0.09	-0.09	0.04	0.01	-0.06	-0.38	-0.12	-0.25	-0.22	-0.27	-0.29	-0.05	-0.01	-0.23	0.11	-0.2	0.35	-0.01	0.38	0.19	0.01	0.19	-0.34		0.43	0.34	0.28	0.34	-0.14	0.58	0.45	0.25	-0.34	-0.08	0	-0.23	-0.76	-0.08	-0.24	-0.69	-0.63	-0.19	-0.24	0.59	0.5	-0.1	-0.13	-0.3	0.22	-0.4	-0.04
IMAGE:795582	chr6|nt171120710|6|AA459690|LOC51660|HSPC040 protein	-0.64	-0.23	-0.07	-0.25			-0.84	0	-0.4		0.23	0.31	-0.14	-0.23	-0.1	-0.18	-0.4	0.1	-0.32	-0.23	-0.06	0.07	0.31	0.07	0.04	0.29	-0.07	-0.15	-0.12	0.01	-0.01	-0.27	-0.04	-0.04	-0.47	0.24	0.08	0.07	-0.17	-0.18	-0.14	-0.56	0.07	-0.14	-0.36	-0.34	0.7	-0.12	-0.76	0.75	0.24	-0.55	1.03	1.39	-0.56	0.32	-0.56	-0.13	0.13		-0.63	0.07	-0.6	0.03	0.49	0.15	-1.09	-0.41		-0.68	-0.52	-0.26	-0.81	-0.15	-0.43	0.52	-0.66	-1.16	0.59	1.1		-0.19	0.89	1.24	0.31	0.42	0.62
IMAGE:22711	chr6|nt171167023||R43585||ESTs	-0.29	0.03	-0.04	0	-0.04	-0.12	-0.43	0.03	-0.23	0.26	0.19	0	-0.15	-0.27	-0.15	0	-0.23	-0.15	-0.23	-0.36	0.21	0.12	0.01	-0.04	0	0.18	-0.15	-0.1	-0.17	-0.06	-0.3	0	0.11	-0.12	-0.27	0.18	0.1	0.15	0.12	0	0	-0.12	-0.17	-0.04	-0.09	-0.25	-1.04	-0.88		-1.81	-0.26	0.84	-0.06	-0.12	0.25	-0.66	-0.63	0.24	0.18	-0.34	0.26	0.04	0.33	0.13	-0.21	0.21	0.4	-0.57	0.41	0.42	0.4	0.24	0.19	0.22	0.58	-0.24	0.03	0.45	0.07	-1.01	-0.06	0.46	-0.59	-0.34	-0.41	-0.24	-0.74
IMAGE:247281	chr6|nt171877723|6q27|N57964|CCR6|chemokine (C-C motif) receptor 6	-0.34	-0.06	0.14	0.06	0.03	0.1	0.49	-0.06	0.06	-0.04	0.12	-0.09	-0.07	0.06	-0.27	-0.49		0.03	-0.01	-0.29	-0.45	0.08	-0.45	-0.06	0.07	-0.09	-0.29	-0.42	0.01	-0.14	0.14	0.11	0.14	0.07	-0.09	0.03	0.14	0.03	-0.06	0.16	0.19	0.33	0.12	0.07	0.12	0.21	0.34	-1.76	-1.91		-1.13	0.13	-0.78		-0.26	0.22	0.44	0.1	0.37	-1.05	0.23	-0.08	0.28		0.25	0.66	0.07	0.88		0.54	0.5	-0.22	0.64	-0.96	0.57	-0.4		0.45		-0.31	-0.23		-0.57	-0.47			
IMAGE:727229	chr6|nt172979990|6|AA293860|MAP3K4|mitogen-activated protein kinase kinase kinase 4	-0.56	-0.04	-0.38	-0.3	-0.54	-0.29	-0.97	0.08	-0.49	0.29	0.33	0.31	-0.18	-0.07	-0.06	-0.07	-0.07	0.07	-0.1	0.07	-0.04	0.03	-0.25	-0.18	-0.09	-0.1	-0.1	0.15	-0.32	0.19	-0.15	0.14	-0.12	-0.34	-0.3	0.26	0.11	-0.25	-0.23	-0.22	-0.12	-0.49	-0.15	-0.23	-0.32	-0.49	-0.33	-0.32	-0.26	-1.12	-0.03	-0.17	-0.62	-0.18	1.63	0.07	-0.13	-0.17	-0.65		-0.56	-0.17	0.1	0.05	-0.42	-0.58	-0.05	-0.36	-0.13	0	-0.14	0	-0.69	-0.91	-0.18	-0.05	-0.18	0.31	0.57	0.81	0.13	0.51	0.85	0.33	0.87	0.22	-0.18
IMAGE:85979	chr6|nt173331720|6q26|T73090|PLG|plasminogen|(2)	0.11	0.3	0.08	0.2	0.13	-0.35	-0.36	-0.23	-0.23	0.02	-0.02	-0.11	-0.22	-0.01	-0.14	-0.09	-0.2	0.08	-0.69	-0.29	-0.08	-0.27	-0.2	0.04	0.21	0.18	0.11	0.01	0.02	0.06	0.11	-0.05	0.14	-0.01	-0.22	0.29	0.11	-0.06	0.01	0.05	0.16	-0.13	-0.08	0.31	0.11	-0.1	0.13	1.51	0.45	1.22	-0.02	-0.67	1.27	0.01	0.76	0.18	0.09	0.35	-0.88	0.3	0.53	-0.3	-0.24	-0.24	0.32	1.05	0.2	0.75	-0.43	0.47	-0.47	-0.35	0.2	-0.1	-0.53	0.11	-0.08	0.94	0.37	-0.27	-0.05	-1.51	-0.13	-0.05	-0.82	-0.96	-0.37
IMAGE:306996	chr6|nt173374350||N93646||ESTs	-0.38	-0.15	-0.27	-0.58	-0.38	-0.25	-0.15	-0.18	-0.6		0.03	0	-0.29	-0.12	0.23	0.04	-0.12	-0.14	-0.25	-0.09	0.01	0.18	-0.03	-0.06	0.08	0.14	-0.03	-0.06	0.03	-0.06	-0.17	-0.18	-0.1	-0.09	-0.18	-0.22	-0.03	0.01	-0.01	-0.04	-0.2	-0.25	-0.12	-0.2	-0.18	-0.36	0.21	-0.34	-0.76	-1.21	-0.49	0.78	0.29		0.97	-1.21	1.23	-0.44	-1.02		-0.17	-1.17	0.73	-0.54	-0.12	0.4	-0.46	-0.08	0.33	0.56	-0.51	-0.64	0.51	-0.56	-1.06	0.37	-0.67	0.24	0.85	-0.67	0.13	1.24	1.29	-0.37	0.44	-0.12	
IMAGE:320495	chr6|nt175718120|6q26-27|W16659|QKI|homolog of mouse quaking QKI (KH domain RNA binding protein)|(2)	-0.14	-0.05	-0.16	-0.13	-0.13	-0.09	0.21	0.19	-0.31	0.2	0.15	0.17	-0.38	-0.33	-0.26	-0.2	-0.11	-0.09	-0.46	-0.24	-0.18	0	0.07	-0.15	-0.15	0.01	-0.13	0.3	-0.11	-0.24	-0.1	-0.13	-0.06	0.09	-0.26	-0.22	-0.14	0.02	0.12	0.12	0.05	-0.18	-0.06	0.21	0.09	-0.06	0.29	0.99	1.03	-0.23	-0.02	0	-0.19		-0.28	-0.15	-0.28	0.01	-0.55	-0.71	-0.14	-0.78	0.01	0.52	-0.04	-0.22	0.02	-0.24	0.12	0.03	0.47	0.13	0.1	-0.09	0.39	0.35	-0.26	0.82	-0.05	0.49	-0.23	-0.06	0.59	0.08	-0.24	0.06	-0.07
IMAGE:359597	"chr6|nt180092513|6q27|AA010818|MLLT4|myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 4|(3)"	0.01	0.07	-0.03	0.05	-0.05	-0.17	-0.33	0.09	-0.17	0.04	0.23	0.09	-0.13	-0.01	0.06	-0.01	-0.12	0.05	0.03	-0.13	0.12	0.08	0.02	0.17	0.06	0.18	0.17	-0.2	-0.08	0	0.07	0.02	0.18	0.04	-0.14	0.11	0.02	-0.05	0.1	0.1	0.04	-0.21	0.06	0.17	0	-0.12	-0.04	0.35	0.7	-0.66	-1.76	-0.3	0.1	-0.22	0.31	0.09	-0.1	-0.11	0.98	-0.78	0.16	2.45	-0.15	0.31	0.17	-0.02	0.42	-0.04	0.11	-0.15	-0.03	-0.14	0.04	-0.27	0.03	-0.39	0.7	-0.47	-0.05	0.79	0.12	-0.01	-0.44	-0.07	-0.54	-0.76	-0.14
IMAGE:30502	chr6|nt181610663|6q13-6q24.3|R18606|DLL1|delta (Drosophila)-like 1	-0.27	0.03	-0.14	0.03	0	-0.07	0.37	0.08	0.04	-0.04	0.16	0.24	0.1	0.2	0.28	-0.14	0.08	0.29	0.16	0.23	-0.29	0.3	-0.2	0.1	0	-0.06	-0.04	-0.47	0.18	-0.2	0.15	0.01	0.16	0.01	0.01	0.2	0.14	0.12	0.28	0	0.19	0.12	0.06	0	-0.34	0.24	-0.44	0.36	-0.24	0.27	0.58	1.49	0.75		0.65	-0.1	-0.64	-0.17	0.22	0.21	-0.05	0.11	-0.06	0.23	0.41	-0.17	0.03	-0.17	0.23	-0.31	0.09	-0.61	0.18	0.11	0.12	-0.22	0.25	0.32	-0.64	-0.68	-1.18	-0.09	-0.27	-0.05	-0.36	-0.3	-0.02
IMAGE:73725	chr6|nt181691878||T54617||ESTs						-0.01	0.3	0.12		0.15	0.26	0.26	-0.23	0.07	0.08	-0.14	-0.18	-0.01	-0.32	-0.09	-0.06	0.1	-0.09	-0.29	-0.1	0.08	-0.15	-0.23	-0.12	0.23	-0.18	0.03	0.06	0.01	-0.18	0.2	-0.12	0.38	0.32	-0.04	0.1	-0.64	-0.1	0.25			-0.44	-0.37			-1.26	0.41	-0.06		0.73	-0.56	-0.47	-0.64	-1.01		-0.17	-0.65	0.16	-0.57	-0.33	0.11	-0.44	-0.32	1.22	0.18	-1.28	-0.39	0.74	-0.92	-0.33	-0.41	0.21	-0.16		2.99	0.39	0.59	0.24	0.55	1.19	0.11	0.14
IMAGE:898262	chr6|nt181719432|*Xp11.23|AA598670|UBE1|ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	-0.42	-0.07	0.66	0.91	1.1	-0.38	-1.36	0.07	-0.45	0.04	0.03	0.11	0.63	0.07	0.38	0.38	0.25	0.21	0.24	0.14	0.12	-0.06	-0.15	-0.15	0.26	-0.07	-0.36	0.04	0.15	0.25	0.03	-0.25	-0.34	0.18	-0.07	0.03	-0.03	-0.12	0.15	-0.1	0.1	-0.2	0.14	0.1	0.16	-0.01	0.73	-0.37	0.86	1.03	-0.15	0.06	-0.48	0.29	-0.15	0.03	0.01	-0.47	0.2	0.44	0.06	0.25	0.19	-0.27	-0.19	0.25	-0.17	-0.54	-0.43	-0.48	-0.61	0.28	-0.17	-0.27	-0.61	0.07	-0.11		-0.06	0.84	0.15	0.41	-0.05	0.15	0.29	0.43	0.71
IMAGE:82131	"chr6|nt181863542|6q27|T68758|PSMB1|proteasome (prosome, macropain) subunit, beta type, 1"	0.37	0.21	0.32	-0.12	-0.32	-0.45	0.19	-0.22	-0.29	0.03	-0.36	-0.34	-0.09	-0.17	-0.22	-0.06	-0.06	-0.1	-0.49	-0.47	-0.23	0.64	0.15	-0.14	0.07	0.1	0.15	-0.32	-0.27		0.1	-0.03	-0.14	0.03	-0.14	0.03	-0.06	-0.12	0.33	0	0.04	-0.06	-0.01	0.61	-0.04	-0.17	-0.05	1.11	0.81	0.56	0.66	-1.12	-0.02	-0.47	-0.23	0.32	-0.09	-0.42	-0.07	0.1	0.17	0.35	-0.25	0.51	-0.25	0.38	-0.12	0.69	-0.66	-0.16	-0.1	0.06	-0.42	-0.02	-0.02	-0.4	0.03	-0.23	0.05	1.16	0.54	0	0.06	-0.05	0.49	-0.56	0.27
IMAGE:280735	chr6|nt181882804|6q27|N50549|TBP|TATA box binding protein	-0.34	-0.27	-0.2	-0.51	-0.29	-0.32	-0.43	-0.12	-0.97	0.12	0.19	0.28	-0.09	0.21	0.26	0.1	0.01	-0.06	-0.01	-0.07	0.19	0.1	0.1	-0.03	-0.27	-0.01	-0.15	0.08	0.16	0.01	0.5	-0.34	-0.47	-0.09	-0.49	-0.27	-0.1	-0.4	0.24	-0.15	-0.17	-0.42	0.01	-0.07	-0.69	-0.6	0.24	1.13	0.7	-0.15	0.13	-0.15	-0.43		-0.14	0.14	0.08	0.03	0.29	-0.53	0.03	-0.15	-0.34	0.19	-0.1	0.06	0.19	-0.1	-0.08	-0.19	-0.15	-0.26	-0.36	-0.3	-1.08	-0.3	0.34	-0.69	0.14	1.64	0.38	0.16	0.38	0.51	0.46	-0.01	0.18
IMAGE:826211	chr6|nt181905783|6q27|AA521466|PDCD2|programmed cell death 2|(2)	-0.11	-0.16	-0.11	-0.15	-0.15	-0.08	-0.45	0.15	-0.12	-0.36	-0.19	-0.17	-0.28	-0.34	-0.38	-0.3	-0.32	-0.2	-0.08	-0.03	-0.01	-0.27	-0.35	-0.15	-0.28	-0.06	-0.04	-0.28	-0.16	-0.28	-0.05	-0.14	0.08	-0.18	0.08	0.08	-0.02	-0.07	-0.32	0.4	-0.17	0.09	-0.07	0.36	-0.22	-0.08	-0.04	0.37	0.56	0.1	0.25	0.14	0.22	0.91	0.13	-0.27	-0.56	0.07	0.2	0.05	0.04	0.19	-0.18	0.01	-0.23	0.21	-0.04	-0.13	0.35	-0.41	0.09	-0.26	-0.26	-0.2	0.07	0.15	0.19	-0.03	0.19	-0.19	-0.19	0.03	0.09	0.22	-0.37	0.16	0.02
IMAGE:811038	chr7|nt635486|*11|AA485424|LOC51238|hypothetical protein	-0.27	-0.17	-0.06	-0.14	0	-0.27	-0.54	0.1	-0.42	0.14	-0.03	-0.06	0.03	0.08	-0.03	-0.23	0.01		0.16	0.04	0.23	0.06	0.1	0.12	0.08	0.26	0.24	0.04	0.24	0.34		0.04	-0.27	0	0.28	0.39	0.39	0.18	-0.15	-0.09	0.01	0.23	0.11	0.31	-0.2	0.15	-0.22	-0.56	0.18	0.46	0.03	0.05	-0.08		0.45	-0.08	-0.19	0.31	0.38	0.71	-0.28	0.43	0.2	-0.24	-0.08	0.01	-0.09	0.28		-0.68	-0.41	-0.35	-0.1	-0.18	-1.24	0.35	0.03	-0.06	-0.14	0.23	0.05	-0.24	0.06	0.4	0.08	0.17	0.29
IMAGE:415876	"chr7|nt1258075||W86291||Homo sapiens cDNA FLJ13123 fis, clone NT2RP3002763"	0.08	0.2	0.11	-0.03	0.07	0.18	0.03	0.59	0.33	0.15	0.1	-0.12	0.42	0	0.24	0.23	0.43	0.11	0.26	0.11	-0.14	0.07	0.12	0.16	0.37	0.3	0.28	0.1	0.26	0.19	0.11	-0.07	-0.22	0.01	0.61	-0.27	-0.1	-0.3	-0.23	0	-0.03	-0.14	-0.23	0.33	0.19	0.14	1.01	1.31	1.43	1.12	0.74	-0.5	-0.63	0.88	0.21	0.45	0.3	0.22	-0.84	0.31	-0.2	0.08	0.21	-1.48	-0.38	0.42	0.13	0.77	0.55	-0.48	-0.4	0.35	-0.18	-0.23	0.81	0.6	-0.09	0.17	-0.33	-0.14	-0.12	-0.23	0.39	-0.61	-0.72	-0.55	0.59
IMAGE:124070	chr7|nt1432053|7|R02578|LOC51608|CGI-20 protein	0.12	0.21	0.15	0.2	-0.04	0.28	0.14	0.73	0.43	0.43	0.04	-0.07	0.64	0.42	0.36	0.32	0.41	0.21	0.31	0.33	0.04	0.01	0.18	0.2	0.45	0.37	0.28	0.03	0.26	0.37	0.15	0.1	0	0.1	0.58	0.14	-0.18	-0.22	-0.17	0.06	0.1	0.24	0.03	0.19	0.21	0.31	0.92	0.86	1.28	1.49	0.55	-1.13	-0.06	0.45	-0.29	-0.32	-0.37	-0.49	0.31	0.23	0.11	0.22	0.16	-1.22	-0.21	-0.01	0.16	0.74	-1.16	-0.37	-0.47	0.04	-0.49	0.03	0.24	0.54	-0.16	-0.52	-0.45	0.87	0.04	0.82	0.19	0.03	0.65	0.16	1.21
IMAGE:271686	chr7|nt2091403||N35080||ESTs	-0.17	-0.12	-0.32	0.03	-0.1	0.3	0.45	0.32	0.48	0.12	-0.27		-0.18	-0.2	-0.29	-0.15	-0.1	-0.2	-0.2	-0.29	-0.22	-0.23	-0.86	-0.15	-0.06	-0.14	-0.03	-0.45	-0.22	-0.34	-0.43	0.08	-0.27	-0.15	0.11	-0.03	-0.04	-0.14	-0.09	-0.32	-0.03	-0.23	-0.25	0.03	-0.06	-0.1	0.67	-0.03	-1.57			1.14	-0.11	0.07		0.45	-0.6			-1.4	0.01	-0.01	0.3	0.3	0.14	0.23	-0.45	-0.35	0.03		-0.32	0.47		0.84	0.74	0.2	-1.1	1.25		0.6		-0.37	-0.66	-0.07	-0.53	-0.52	-0.3
IMAGE:248256	"chr7|nt2141563||N58487||ESTs, Weakly similar to KIAA0561 protein [H.sapiens]"	-0.18	0.06	0.18	0.04	0.16	0.19	0.48	0.61	0.49	0.14	-0.01	0.01	0.29	0.14	-0.22	0	0.33	0.21	0.07	0.08	0.07	0.38	-0.15	0.19	0.29	0.28	0.19	-0.04	0.26	0.04	0.07	-0.06	-0.01	0.03	0.41	0.1	0.12	-0.04	-0.1	-0.03	0.28	0.44	0.18	0.29	0.19	0.19	0.25	-0.41	-2.37	-0.94	0.28	0.57	-0.5		0.2	0.72	-0.32	0.25	-1.37	0.18	0.14	-0.67	0.16	0.09	0.51	1.37	0.81	-1.08	1.23	0.68	-0.89	-0.06	1.13	-0.56	-0.72	1.04	-0.32	-0.22	0.39	-0.63	-0.22	0.63	-0.08	-1.27	-0.37	-0.25	-0.74
IMAGE:40887	chr7|nt2261517|7p22|R56561|LFNG|lunatic fringe (Drosophila) homolog	-0.2	0.11	0	-0.03	0.01	0.74	0.32	0.66	0.43	0.67	0.36	0.34	0.52	0.33	0.39	0.18	0.04	0.26	0.24	0.37	0.51	0.46	-0.18	-0.03	0.21	0.34	0.1	0.15	0.29	0.2	0.14	0.31	0.07	0.19	0.41	-0.04	0.08	0.04	0	-0.1	0.25	0.1	0.3	-0.04	-0.01	-0.09	0.6	-1.12	-2.05	-0.86	2.01	1.77	-0.93	0.56	-0.59	-0.51	0.21	0.7	0.16	-0.13	-0.04	0.97	-0.23	-1.28	1.03	0.29	0.76	-0.6	0.91	0.6	-0.92	0.4	-0.21	0.51	-0.25	0.18	0.17	0.58		-1.39	-1.59	0.81	-2.39		-0.9	-0.57	-0.16
IMAGE:882515	"chr7|nt2582015|7q31.1-7q31.33|AA676471|EIF3S9|eukaryotic translation initiation factor 3, subunit 9 (eta, 116kD)"	0.21	0.2	0.11	0.26	0.12	0.42	0.59	0.54	0.57	0.42	0.01	0.07	0.32	0.3	0.18	0.34	0.34	-0.01	0.08	-0.06	0.36	0.07	-0.09	0.18	0.28	0.08	0.18	-0.03	0.21	0.29	-0.03	-0.06	0.08	0.2	0.56	-0.07	-0.09	-0.09	-0.22	0	-0.01	-0.07	0.08	0.39	0.14	0.1	1.01	2	2.49	1.19	0.44	-0.65	0.01	-0.21	-0.02	0.3	0.15	-0.36	0.79	0.5	-0.25	-0.18	-0.14	-0.43	-0.32	0.77	-0.39	0.15	-0.56	-0.08	-0.43	-0.21	-0.43	-0.21	-0.05	1.23	-0.18	-0.28	-0.21	0.04	-0.39	0.2	0.84	-0.11	0.4	-0.18	0.44
IMAGE:366585	chr7|nt2757428|7|AA026689|SNX8|sorting nexin 8	-0.34	-0.17	0.11	0.08	0.4	0.06	0.15	0.06	0.28	-0.14	0.31	0.12	0.29	-0.12	0.32	-0.1	-0.43	-0.22	-0.27	0.51		0.14	-0.86	-0.14	0.11	-0.07	-0.94	0	-0.23	0.08	-0.01	-0.04	0.12	-0.14	-0.06	-0.43	-0.18	-0.1	0.12	-0.81	0.01	-0.32	-0.15	0.1	0.14	0.11	0.64	-0.31		0.07	0.76	0.89	-0.19	0.85	-0.36	-0.2	-0.75	-0.09	0.07	0.97	-0.26	-0.34	0.29	0.26	-0.7	-0.03	-0.41	-0.09	0.74	-1.05	-0.08	-0.77	-0.08	0.3	0.13	-0.08	-0.39	0.47	0.18	0.05	-0.59	0.21	0.14	-0.83	0.52	0.31	0.14
IMAGE:133192	chr7|nt2816853||R26456||ESTs	-0.3	-0.14	-0.17	-0.27	-0.14	0.44		0.42		0.23	-0.03	0.15	0.07	-0.03	0.43	-0.07	0.06	-0.09	0.07	-0.03	-0.1	0.11	-0.03	-0.01	0.16	0.29	-0.18	-0.06	0.18	0.03	-0.32	0.01	-0.07	-0.04	0.25	-0.17	0	0.12	-0.2	-0.18	0.01	-0.07	0.2	-0.07		-0.04	0.15	0.15		0.05	0.78	1.73	0.08		-0.49	-0.38	-0.31	0.5	-1.38		-0.17	-0.22	-0.18	-0.13	0.51	0.47	-0.64	-0.07		0.11	-0.84	-0.2	-0.49	0.16	-0.49	0.67	0.06	-0.04		0.41	-0.25	0.37	0.42				
IMAGE:756502	chr7|nt2820714|7p22|AA443998|NUDT1|nudix (nucleoside diphosphate linked moiety X)-type motif 1|(2)	0.02	-0.05	-0.34	-0.26	-0.34	-0.13	0.17	0.15	0.1	0.31	0.2	1.54	0.36	0.33	-0.04	0.27	0.12	0.03	0.4	0.08	0.36	-0.01	-0.32	-0.19	-0.03	0.01	0.21	-0.28	0.15	0.11	0.01	-0.04	-0.17	-0.06	-0.08	-0.27	-0.17	-0.23	-0.27	-0.26	0.04	-0.43	0.11	-0.12	-0.39	-0.39	-1.15	-1.05	2.08	-1.22	-0.63	0.06	0.62	-0.77	-0.44	0.87	0.29	0.31	-1.33	0.07	0.25	-0.83	-0.03	-0.34	-0.38	0.14	0.03	-0.99	0.05	0.51	0.31	0.28	0.78	0.42	0.07	1.06	0.01	0.18	-0.71	-1.15	0.29	-0.04	0.55	-0.64	0.47	0.29	-0.35
IMAGE:809674	"chr7|nt3445890||AA454689||Homo sapiens mRNA for KIAA1440 protein, partial cds"	0.58	0.33	0.34	0.58	0.29	0.32	0.24	0.58	0.52	0.43	0.18	-0.06	0.54	0.37	0.44	0.58	0.41	0.3	0.48	0.15	0.52	0.23	0.16	0.3	0.26	0.15	0.29	0.15	0.23	0.32	0.28	0.24	0.26	0.24	0.48	0.12	0.11	0.16	0.26	0.3	0.25	0.26	0.29	0.18	0.33	0.3	-0.2	1.09	1.7	0.45	0.42	0.25	0.05	0.62	1.02	0.14	0.23	0.1	-0.5	-0.09	0.23	0.21	-0.6	-0.92	-0.17	0.55	0.1	0.55	1.13	-0.02	-0.75	-0.25	0.01	-0.75	-0.34	0.95	0.42	-0.09	-1.07	-0.6	0.03	-0.02	-0.5	-0.79	-0.17		0.54
IMAGE:771233	chr7|nt3502165||AA443569||ESTs	-0.32	-0.12	-0.1	-0.14	-0.18	0.64	-0.06	0.56	0.38		0.49		0.28	-0.18	0.1	0.04	0.07	-0.06	0.08	-0.22	0.19	-0.03	0.15	0.16	0.38	0.25	0.04	0.03	0.18	0	0	-0.07	-0.01	0.19	0.38	-0.14	0.23	0.15	-0.23	-0.01	0.04	-0.23	0.14	-0.15	-0.03	-0.17	-0.24	2.23	0.35	-0.68	-0.4	0.69	-0.05		-0.61	-0.89	-0.4		0.04		-0.11	1.15	-0.28	-0.35	0.46	0.05	-0.52	0.29			0.85	-0.39	-0.99	-0.26	0.57	0.45	-1.14	0.29	0.39	0.83	0.91	-0.43	-0.32	-0.15		0.26	
IMAGE:453188	chr7|nt4703043||AA700213|KIAA0339|KIAA0339 gene product	0.08	-0.06	-0.15	-0.04	-0.18	0.23	0.07	0.16	0.21	0.29	0.4	0.61	-0.1	-0.18	0.01	0.25	0.45	0.24	-0.07		0.37	-0.15	0	-0.22	0.18	0.07	-0.04	0.01	0.32		-0.42	0.28	0.57	0.04	-0.01	0.21	-0.04	0.08	-0.07	0.34	0.15	-0.29	-0.2	-0.17	-0.15	-0.06	0.03	1.13	-0.13	0.85	-0.61	0.16	0.44		-0.24	-0.11	-0.39	0.33	-0.02		0.16	-0.24	-0.19	-0.19	-0.19	-0.31	0.13	-0.36	-0.47	-0.02	-0.58	-0.36	-0.29	0.27	-0.04	-0.09	0.27	0.3	-0.09	0.79	0.49	0.13	0.59	0.22	0.23	0.2	0.23
